EntityIdx,SiteLocation
Site-5532,5443.98035312508,6813.34806570629
Site-5533,3134.04057928702,5374.6298431311
Site-5534,6132.18214935317,4366.63517445606
Site-5535,4725.72418353065,6666.22683766691
Site-5536,4008.15804225889,4956.89750471236
Site-5537,4905.65968101118,6645.52895195556
Site-5538,4631.28139621101,4551.43940190908
Site-5539,5197.00089202056,5050.25547184888
Site-5540,5643.83472362587,5021.09546750698
Site-5541,4648.1825978295,5808.72767157135
Site-5542,4346.42623797759,6940.90475696946
Site-5543,4607.47294754656,4568.25587832055
Site-5544,4973.55225688238,6247.01895676662
Site-5545,4715.92078649006,6285.24612144612
Site-5546,5907.94092771308,5044.17108928705
Site-5547,4369.86039626578,5821.34617890017
Site-5548,5053.68998603782,6352.24009464125
Site-5549,4698.89852929877,6964.22842792419
Site-5550,6111.16733461708,5060.00229188896
Site-5551,5387.80694166136,4705.06824511695
Site-5552,4714.9310773387,6974.248355691
Site-5553,5452.99284042013,4556.34549905251
Site-5554,4756.05433221583,5182.66244322172
Site-5555,4395.70524772217,5785.21995068267
Site-5556,3609.74745461157,4641.48980696981
Site-5557,5194.30464011263,6507.29485289906
Site-5558,4473.01207754717,5870.94864378876
Site-5559,4358.76758016144,7065.6916169479
Site-5560,4024.04617502199,5432.45345884699
Site-5561,4998.14092452939,4869.70688602951
Site-5562,5410.99574162464,7057.76331396138
Site-5563,3692.56860490292,4705.78223921102
Site-5564,4621.83413364651,7235.55259733509
Site-5565,4635.39508394588,4824.57021606666
Site-5566,5730.99400681246,7194.8666172001
Site-5567,5387.80694166136,4640.00192017541
Site-5568,5067.41715968808,5918.14393230282
Site-5569,5890.03650359205,4967.51831656692
Site-5570,4761.44294149921,6285.24612144612
Site-5571,4817.81435881259,4551.26508192856
Site-5572,5745.57506199801,4671.22644168387
Site-5573,3636.17196296522,4275.66343100209
Site-5574,4883.16178838662,6551.86452504408
Site-5575,4435.41040491125,5870.94864378876
Site-5576,4097.78390809957,4520.3576316504
Site-5577,5652.32114644873,4947.5355021893
Site-5578,4725.72418353065,6755.74104953999
Site-5579,3696.94361868706,4820.88999158466
Site-5580,4693.00332288061,4759.3299522532
Site-5581,3993.80449941032,4526.84065765431
Site-5582,5494.2812080074,7056.76068384624
Site-5583,4212.3154629702,5119.09840661244
Site-5584,5251.78652075986,6347.69203238156
Site-5585,4842.21786663058,4396.53751375277
Site-5586,5979.63958413277,4503.34853237745
Site-5587,4832.22228273111,4534.64841023462
Site-5588,5082.35363464891,6918.64064590235
Site-5589,4448.57645950234,5742.80624236697
Site-5590,4838.31886139775,4624.47058465317
Site-5591,5882.54540601492,4579.19057995039
Site-5592,5051.65736948528,4826.32987966372
Site-5593,4107.16896214168,4443.63984087317
Site-5594,3545.38730029105,4280.15339281478
Site-5595,5089.56045148933,6180.06212418875
Site-5596,4740.26959926531,5825.05108608551
Site-5597,5085.18543434936,6342.44115964402
Site-5598,4052.80351979445,4956.89750471236
Site-5599,4077.38039313286,5107.85530994118
Site-5600,6038.54771424696,4914.32505565898
Site-5601,4607.47294754656,4534.62292549761
Site-5602,5680.73137372341,4672.35058071704
Site-5603,3533.07441944352,4547.33410417846
Site-5604,4616.20984263879,4958.06289849829
Site-5605,5410.99574162464,6999.4696746888
Site-5606,4638.41935969111,4946.4642288107
Site-5607,4705.82471275409,6860.66891392082
Site-5608,6142.80702310852,5045.25667307708
Site-5609,4344.00134343403,5074.16983666848
Site-5610,4935.31154380708,6551.86452504408
Site-5611,4723.37765086101,6844.48303181237
Site-5612,3035.40946920494,5354.9571700146
Site-5613,3905.91705102761,5027.1582189642
Site-5614,3540.75763042527,4524.14894323471
Site-5615,4717.72637663633,5593.336774751
Site-5616,4904.82110504284,6414.97029362331
Site-5617,5022.19453772628,6362.03902963848
Site-5618,5101.11741254914,5400.58263609389
Site-5619,4903.56895340644,7023.4441313861
Site-5620,5255.72740203096,6615.56981927686
Site-5621,5134.95915107408,7037.73298121834
Site-5622,3636.17196296522,4252.28616185725
Site-5623,4344.00134343403,5029.07243946087
Site-5624,5743.8600421039,5181.31050276801
Site-5625,5488.67833236394,5035.99297542627
Site-5626,4927.82203823433,6160.64392886198
Site-5627,4384.80361190233,6940.90475696946
Site-5628,4243.41702026539,4814.40555374189
Site-5629,5182.97574184729,6599.91955315334
Site-5630,4772.8234802515,6273.5761699746
Site-5631,4935.31154380708,6502.81901834144
Site-5632,5724.16715653136,6588.95571633738
Site-5633,5361.77513907748,4881.55996413308
Site-5634,5814.83919807483,4379.74737987905
Site-5635,5443.21513316177,6999.4696746888
Site-5636,5013.3685678093,5785.66096342258
Site-5637,4659.13854709347,4816.81407660428
Site-5638,4655.08984487546,4534.62292549761
Site-5639,4760.56470768663,5834.20723540066
Site-5640,4431.89685897639,7146.02042394382
Site-5641,4553.84675243807,5731.35633407393
Site-5642,4411.20385329054,7425.35883942382
Site-5643,5053.68998603782,6352.24009464125
Site-5644,5085.18543434936,6342.44115964402
Site-5645,5619.25374683212,7127.78545683357
Site-5646,4939.73877331778,6032.44810163881
Site-5647,6174.44671159996,5030.5110542652
Site-5648,6009.35572330853,4388.5455951614
Site-5649,4862.77288138924,6183.77923027665
Site-5650,5629.20184818448,6625.54021558735
Site-5651,5184.0685457241,6526.1553294297
Site-5652,4284.98460455516,6847.0323217561
Site-5653,4837.46388151952,4466.02715316462
Site-5654,4819.6811945561,4638.36096962689
Site-5655,3795.82963136527,4794.22032655027
Site-5656,4833.48498075497,5834.37721175319
Site-5657,5395.8384397638,4986.91772083159
Site-5658,5111.07947657145,7029.14523250727
Site-5659,4838.31886139775,4624.47058465317
Site-5660,4909.48712188871,5723.9977109806
Site-5661,4624.5482873399,7029.14847970516
Site-5662,4752.31412734654,4241.30206013389
Site-5663,3620.42123968564,4194.79743210775
Site-5664,4998.14092452939,4826.32987966372
Site-5665,3607.44747455336,4334.48552113273
Site-5666,5022.19453772628,6362.03902963848
Site-5667,5723.49903477442,5189.41756779688
Site-5668,5222.84116076462,7003.71179295728
Site-5669,3915.91614836128,4522.60404080358
Site-5670,3525.60522673868,4691.92995141468
Site-5671,4120.94358682232,4953.8011585141
Site-5672,4828.21384612227,5753.9779059609
Site-5673,4571.98520644895,6976.78676304332
Site-5674,3536.62478260896,4736.08559085058
Site-5675,5129.7768517024,6817.62883414271
Site-5676,5053.68998603782,6352.24009464125
Site-5677,3930.79369127215,5417.43503981654
Site-5678,5753.22603097483,6539.75181467243
Site-5679,4702.74481857171,4297.02924081025
Site-5680,4250.72451779421,4740.96591415981
Site-5681,5588.90532773346,4907.92493907845
Site-5682,4707.84290381341,7163.92060807458
Site-5683,5043.06943392086,5348.94366819921
Site-5684,4432.10234487437,7416.44990883723
Site-5685,5013.3685678093,5918.14393230282
Site-5686,5265.29718156448,6589.67406035031
Site-5687,4714.9310773387,6934.16864462377
Site-5688,5333.31386760099,6756.52860571285
Site-5689,4705.82471275409,6860.66891392082
Site-5690,5035.5348068243,6540.16692219789
Site-5691,4650.70458880373,4759.3299522532
Site-5692,4723.37765086101,6844.48303181237
Site-5693,5539.12458671564,6633.80629057669
Site-5694,4631.28139621101,4551.43940190908
Site-5695,5601.63993523445,4921.33507384726
Site-5696,4467.42742882779,6855.46865017386
Site-5697,3644.70231457288,4334.48552113273
Site-5698,5175.69975618071,4874.7654730605
Site-5699,4002.85401485187,4826.93277813762
Site-5700,4420.7536906815,4786.82551856797
Site-5701,3934.35133758811,4747.26686345598
Site-5702,4949.96912222641,4258.4263385137
Site-5703,5255.50338563197,6185.42987897202
Site-5704,5085.18543434936,6342.44115964402
Site-5705,5636.53457670322,7012.91705347742
Site-5706,4948.70263157371,5972.50731288611
Site-5707,3893.57885467249,4512.00223298363
Site-5708,4715.92078649006,6238.56631556006
Site-5709,5208.82766227461,6929.89560807897
Site-5710,5354.36805370629,6748.55366602819
Site-5711,5543.4816381916,5046.22477071596
Site-5712,3620.84027104841,4814.34082657414
Site-5713,3915.91614836128,4522.60404080358
Site-5714,4329.8912212458,4953.8011585141
Site-5715,5579.4964140762,5173.4272854075
Site-5716,4811.03475237781,6549.11944391404
Site-5717,4369.86039626578,5785.21995068267
Site-5718,3704.80189929494,4630.14043517177
Site-5719,3536.62478260896,4647.77431197878
Site-5720,5503.90521956689,6893.40632279774
Site-5721,5440.1734382026,4567.26438488542
Site-5722,5427.1054373932,7028.61649432509
Site-5723,4831.28892285875,7033.26021705349
Site-5724,3685.95010390127,4616.15989919588
Site-5725,5255.72740203096,6615.56981927686
Site-5726,4918.83601802349,4201.37834274532
Site-5727,5587.911616434,6974.42409172071
Site-5728,5729.53731935073,6530.25201079494
Site-5729,4262.25972356211,6837.70205636952
Site-5730,4737.69735568503,5565.94490752009
Site-5731,4466.08395149787,5725.953716202
Site-5732,4416.4627263667,7146.02042394382
Site-5733,5483.48477159131,4929.77738828477
Site-5734,4376.17806296085,7065.6916169479
Site-5735,5495.97346619743,6594.37287160478
Site-5736,4909.48712188871,5766.38062035696
Site-5737,3898.32774867231,5118.5486256825
Site-5738,5410.99574162464,7057.76331396138
Site-5739,5389.4775599705,5061.89771732961
Site-5740,4404.39253574679,4746.75379297117
Site-5741,4803.40643489408,4534.64841023462
Site-5742,4607.47294754656,4568.25587832055
Site-5743,4972.16943744633,4266.47978605422
Site-5744,4705.82471275409,6860.66891392082
Site-5745,5414.68448133773,4996.12331069201
Site-5746,4115.21292573699,4462.84786727394
Site-5747,5662.92627114443,4813.0824867535
Site-5748,3658.99399925215,4275.66343100209
Site-5749,4376.17806296085,7153.35784497218
Site-5750,5919.61501728818,4895.40503041966
Site-5751,4791.77496629888,6525.82061763511
Site-5752,5333.31386760099,6756.52860571285
Site-5753,5243.88502296839,6726.33620237418
Site-5754,5968.80683574684,4466.19703708139
Site-5755,5024.89914700733,4848.01838284662
Site-5756,5235.93597804042,6406.7012011101
Site-5757,4735.30205695748,4677.06296672483
Site-5758,3724.44924747615,4195.89252558792
Site-5759,4189.04347206754,4607.5702849889
Site-5760,5452.99284042013,4512.66995572087
Site-5761,5184.0685457241,6412.99247024587
Site-5762,5724.91883551547,4679.94773443351
Site-5763,5271.02752607927,4570.0800269619
Site-5764,4939.73877331778,6186.28309430661
Site-5765,4827.68732388216,4266.55609747195
Site-5766,3934.35133758811,4907.76103211939
Site-5767,4482.18190914186,6835.84358735997
Site-5768,5403.83518200444,6330.71730778809
Site-5769,5000.78655234901,6540.16692219789
Site-5770,5651.611508692,4725.20044951413
Site-5771,6163.14516686607,4426.26190379729
Site-5772,5354.36805370629,6748.55366602819
Site-5773,5129.7768517024,6862.08988667998
Site-5774,4260.2420097713,4953.8011585141
Site-5775,4723.37765086101,6844.48303181237
Site-5776,4607.47294754656,4534.62292549761
Site-5777,4998.14092452939,4869.70688602951
Site-5778,4920.24253157966,4396.53751375277
Site-5779,5519.43278732327,6855.88082499027
Site-5780,3533.07441944352,4547.33410417846
Site-5781,5702.70871335303,4446.74623733963
Site-5782,5395.8384397638,4986.91772083159
Site-5783,5217.21336980568,5297.30470030453
Site-5784,4999.8564198396,5885.02319008276
Site-5785,5686.26683774017,5045.6154559462
Site-5786,4189.04347206754,4657.06881092314
Site-5787,5269.6696197044,6929.89560807897
Site-5788,5224.03815163206,6953.90898521902
Site-5789,4740.26959926531,5825.05108608551
Site-5790,4736.69643678942,4368.75085753864
Site-5791,3602.88241060304,4823.10222791283
Site-5792,5652.9431752712,6579.80959152489
Site-5793,4365.61492493996,6963.91772064751
Site-5794,4358.41104645006,7315.25831331375
Site-5795,4638.0595681791,7043.86097752472
Site-5796,3946.72844393915,4867.63748995354
Site-5797,4013.88818749859,4518.08634724673
Site-5798,5366.53218520017,6808.2796868413
Site-5799,5514.34546304593,7102.37277180188
Site-5800,4576.98230193788,4400.66801253112
Site-5801,5741.71465396574,4468.44976050186
Site-5802,5375.26278780651,4623.73533894003
Site-5803,4984.34851560656,4556.4829434437
Site-5804,4760.56470768663,5834.20723540066
Site-5805,4819.6811945561,4638.36096962689
Site-5806,4783.10223582696,7033.26021705349
Site-5807,3532.08961175441,4194.79743210775
Site-5808,3926.55213334431,5100.9947952456
Site-5809,4329.8912212458,4817.80788335198
Site-5810,4817.81435881259,4551.26508192856
Site-5811,5566.50153353892,5112.93239343437
Site-5812,4572.66904483802,5587.51861305337
Site-5813,4463.67961581061,6771.71224341755
Site-5814,3554.17251873722,4194.79743210775
Site-5815,3540.75763042527,4524.14894323471
Site-5816,4198.89807663343,5028.78339459266
Site-5817,4112.40244869775,5053.60710242688
Site-5818,4454.21124122921,5841.98827954896
Site-5819,4534.01903967037,5746.91508653777
Site-5820,5474.16132680436,6830.36116941988
Site-5821,4862.77288138924,6123.66364447592
Site-5822,4832.22228273111,4534.64841023462
Site-5823,4480.91301866633,6763.86919954857
Site-5824,4004.08934898665,4680.11543194577
Site-5825,4145.35821586026,5053.60710242688
Site-5826,5062.74603909873,6188.31364702497
Site-5827,4906.72775524225,4431.8296818574
Site-5828,4616.20984263879,4958.06289849829
Site-5829,4740.26959926531,5825.05108608551
Site-5830,5504.34230048363,6813.34806570629
Site-5831,3035.40946920494,5374.6298431311
Site-5832,5652.32114644873,4898.49552531085
Site-5833,5579.4964140762,5190.14458687262
Site-5834,4873.15568450783,4266.55609747195
Site-5835,5470.41056375472,5046.22477071596
Site-5836,5410.25920577055,4920.21045853029
Site-5837,4230.80030707714,7417.07882031289
Site-5838,3620.84027104841,4814.34082657414
Site-5839,4869.55121377868,6835.41172040329
Site-5840,4573.67446520578,5746.91508653777
Site-5841,5745.57506199801,4671.22644168387
Site-5842,5660.80756927159,4972.05549062853
Site-5843,5159.16539117741,5297.30470030453
Site-5844,6037.8524058706,5046.04282472861
Site-5845,5808.90049663855,4547.61431090779
Site-5846,5907.10792985429,4979.39783492564
Site-5847,5035.93162670813,6196.56516986119
Site-5848,5722.21168365939,4479.30152208298
Site-5849,5743.8600421039,5181.31050276801
Site-5850,3946.72844393915,4947.88457428525
Site-5851,5007.66667893222,4548.94602920251
Site-5852,3993.80449941032,4526.84065765431
Site-5853,4107.16896214168,4443.63984087317
Site-5854,4013.88818749859,4518.08634724673
Site-5855,4726.48244058014,7156.05022081594
Site-5856,5265.29718156448,6589.67406035031
Site-5857,4704.83173516402,7235.55259733509
Site-5858,4553.84675243807,5731.35633407393
Site-5859,5890.03650359205,4967.51831656692
Site-5860,5571.43222416255,6529.09092910771
Site-5861,5588.90532773346,4907.92493907845
Site-5862,5907.10792985429,4979.39783492564
Site-5863,4343.89903390728,7421.97611110107
Site-5864,5182.97574184729,6653.15824219819
Site-5865,4816.69485231209,4481.12719343606
Site-5866,5233.23354559358,6751.73323011241
Site-5867,4608.40585472685,4759.3299522532
Site-5868,5753.4391522156,4389.97358610542
Site-5869,6001.83307910701,4924.2974781728
Site-5870,4716.24536578125,6778.11960250826
Site-5871,5643.83472362587,4923.01551375008
Site-5872,4715.8544885247,7065.20824306326
Site-5873,4439.61392528123,7205.13465881562
Site-5874,4296.47429663122,5029.07243946087
Site-5875,5655.85220094324,5173.4272854075
Site-5876,3607.44747455336,4372.47961413374
Site-5877,3771.10812819572,4794.22032655027
Site-5878,3576.25542572002,4194.79743210775
Site-5879,6132.18214935317,4388.5455951614
Site-5880,5000.78655234901,6497.96900315628
Site-5881,4404.39253574679,4826.89724416476
Site-5882,5670.9259472884,4788.29340952526
Site-5883,5551.34081086361,5125.67684595686
Site-5884,4355.88310513473,5017.79809015896
Site-5885,4344.00134343403,5074.16983666848
Site-5886,5408.15843764782,5046.37836286637
Site-5887,5644.19980243397,4435.89447575851
Site-5888,4190.59279829681,4953.8011585141
Site-5889,4344.00134343403,5029.07243946087
Site-5890,4424.17979267154,7244.54414873016
Site-5891,5483.48477159131,4891.64361357546
Site-5892,5329.43729236962,6808.2796868413
Site-5893,5643.83472362587,5021.09546750698
Site-5894,3526.0061098792,4266.62413318789
Site-5895,4803.40643489408,4534.64841023462
Site-5896,5500.03003630232,4820.85896352006
Site-5897,5361.77513907748,4920.21045853029
Site-5898,5662.92627114443,4813.0824867535
Site-5899,4770.79921043601,4201.37834274532
Site-5900,4621.83413364651,7217.29599817218
Site-5901,4029.10681388847,5123.2322531071
Site-5902,3536.62478260896,4625.69649226083
Site-5903,5036.74189777413,5274.42035001109
Site-5904,4638.41935969111,4946.4642288107
Site-5905,4941.15105761002,5950.33032928133
Site-5906,4428.93426814885,4726.71793017278
Site-5907,3820.55113453483,4794.22032655027
Site-5908,4089.71694888262,4600.99698940292
Site-5909,5587.49871178161,4964.65675624579
Site-5910,5080.92930765777,5951.26467452288
Site-5911,4253.60926042165,4825.15704234701
Site-5912,4526.35711810767,7230.760068375
Site-5913,4986.62731137726,7024.84994912157
Site-5914,3527.58188494763,4824.25545285816
Site-5915,5587.911616434,7012.91705347742
Site-5916,5723.49903477442,5189.41756779688
Site-5917,4550.7646751727,5587.51861305337
Site-5918,5222.8441681503,5067.24481285586
Site-5919,6090.82617351242,4447.97028720137
Site-5920,5886.54919136063,5054.28674700568
Site-5921,3625.94718918933,4655.27119703065
Site-5922,3746.38662502617,4807.55515906747
Site-5923,4791.77496629888,6572.41827019297
Site-5924,4881.82681612662,4201.37834274532
Site-5925,4358.41104645006,7228.76437367197
Site-5926,5009.04505300942,7032.96464934425
Site-5927,4252.43615996316,7424.79410464104
Site-5928,4411.20385329054,7425.35883942382
Site-5929,5989.59486739369,4874.43536560371
Site-5930,3536.62478260896,4714.00777113263
Site-5931,5082.35363464891,6965.75887888888
Site-5932,5503.90521956689,6928.83333633229
Site-5933,4296.47429663122,5029.07243946087
Site-5934,5410.99574162464,6999.4696746888
Site-5935,5890.03650359205,4967.51831656692
Site-5936,4963.5722434847,6186.28309430661
Site-5937,4604.19027596684,4637.24453297617
Site-5938,3993.80449941032,4526.84065765431
Site-5939,4013.88818749859,4518.08634724673
Site-5940,4827.68732388216,4310.16922541805
Site-5941,5452.54020788298,4637.8564335566
Site-5942,4811.03475237781,6549.11944391404
Site-5943,5443.21513316177,6999.4696746888
Site-5944,5876.23924393407,4369.52117365268
Site-5945,3527.58188494763,4824.25545285816
Site-5946,4735.20300128006,6643.84828469864
Site-5947,4551.37522341854,6969.27395931319
Site-5948,4702.74481857171,4241.30206013389
Site-5949,4927.68595284662,6670.55971621944
Site-5950,4949.96912222641,4258.4263385137
Site-5951,3893.57885467249,4512.00223298363
Site-5952,5876.23924393407,4389.97358610542
Site-5953,4008.15804225889,4914.19453479132
Site-5954,4125.65397237726,5123.2322531071
Site-5955,5022.19453772628,6362.03902963848
Site-5956,5408.15843764782,5077.41707179286
Site-5957,4448.57645950234,5742.80624236697
Site-5958,5504.27044929026,4556.34549905251
Site-5959,4346.42623797759,6940.90475696946
Site-5960,3609.74745461157,4641.48980696981
Site-5961,4338.93081498163,4637.02274856544
Site-5962,4338.93081498163,4723.40825883479
Site-5963,5243.88502296839,6726.33620237418
Site-5964,5907.10792985429,4979.39783492564
Site-5965,4534.01903967037,5746.91508653777
Site-5966,4656.83936936365,4400.66801253112
Site-5967,4010.925913827,4854.46208776899
Site-5968,3673.15455830022,4693.42063345883
Site-5969,6022.9705776765,4503.34853237745
Site-5970,4453.51629965109,7327.01954533692
Site-5971,3870.10336400032,5100.9947952456
Site-5972,4813.15485079947,5738.51316373678
Site-5973,5403.83518200444,6207.22318988477
Site-5974,4128.880332279,5038.13947223267
Site-5975,4230.80030707714,7417.07882031289
Site-5976,5617.67430750972,5181.78593614006
Site-5977,4737.69735568503,5602.4673971613
Site-5978,4715.13714576541,4227.3702649648
Site-5979,4939.73877331778,6083.72643252808
Site-5980,3545.38730029105,4280.15339281478
Site-5981,6126.98567018925,4437.11609549933
Site-5982,4999.8564198396,5818.78170564264
Site-5983,4010.925913827,4799.40346850625
Site-5984,4986.62731137726,7024.84994912157
Site-5985,3696.94361868706,4820.88999158466
Site-5986,5452.54020788298,4759.85812019891
Site-5987,5579.4964140762,5173.4272854075
Site-5988,5514.34546304593,7011.1485958906
Site-5989,4972.8022083699,6977.53843713551
Site-5990,5759.8239630247,7202.40396332838
Site-5991,4284.98460455516,6847.0323217561
Site-5992,4830.63690037894,6123.66364447592
Site-5993,5984.56361552695,5066.37871100364
Site-5994,5919.61501728818,4795.29003476079
Site-5995,4561.71686000536,5621.45811309672
Site-5996,5333.31386760099,6756.52860571285
Site-5997,4572.66904483802,5587.51861305337
Site-5998,3620.42123968564,4194.79743210775
Site-5999,5427.1054373932,7028.61649432509
Site-6000,5989.59486739369,4914.32505565898
Site-6001,4358.41104645006,7272.01134349286
Site-6002,4697.28773028244,6778.11960250826
Site-6003,5414.68448133773,4996.12331069201
Site-6004,4424.17979267154,7165.72516890108
Site-6005,4634.76833713903,6964.22842792419
Site-6006,5400.35109551622,4688.80166388157
Site-6007,4972.16943744633,4266.47978605422
Site-6008,5255.50338563197,6156.28548315833
Site-6009,5919.61501728818,4770.26128584607
Site-6010,5504.31333552666,7125.1788157797
Site-6011,4339.61202447026,6881.18287191955
Site-6012,5102.36354237618,6828.74409727703
Site-6013,5907.94092771308,5044.17108928705
Site-6014,4616.20984263879,4958.06289849829
Site-6015,4984.34851560656,4556.4829434437
Site-6016,4733.79000853914,4171.43724252773
Site-6017,4571.98520644895,6976.78676304332
Site-6018,4997.23739386577,6653.15824219819
Site-6019,4202.64805964037,4857.41150816238
Site-6020,4458.24991125844,6953.07341677151
Site-6021,5366.53218520017,6839.66276543942
Site-6022,3946.72844393915,4787.39040562183
Site-6023,5009.04505300942,7032.96464934425
Site-6024,5329.08648008498,7003.71179295728
Site-6025,5235.93597804042,6288.68286365302
Site-6026,5670.9259472884,4788.29340952526
Site-6027,4617.87148139283,5547.68366269949
Site-6028,5666.1714412077,4698.77551511559
Site-6029,4497.12523451211,4400.66801253112
Site-6030,4830.63690037894,6183.77923027665
Site-6031,4367.47282156114,7109.52473096004
Site-6032,3795.82963136527,4794.22032655027
Site-6033,4927.55350031042,4442.51359726265
Site-6034,5624.37883663592,7022.54029391659
Site-6035,5558.48443875388,7193.78038204305
Site-6036,4635.39508394588,4824.57021606666
Site-6037,5452.99284042013,4556.34549905251
Site-6038,3704.80189929494,4630.14043517177
Site-6039,4324.98345972009,7430.47543166628
Site-6040,4624.5482873399,7029.14847970516
Site-6041,3532.08961175441,4194.79743210775
Site-6042,4906.72775524225,4431.8296818574
Site-6043,5587.49871178161,4964.65675624579
Site-6044,4112.40244869775,5053.60710242688
Site-6045,4343.89903390728,7421.97611110107
Site-6046,3134.04057928702,5354.9571700146
Site-6047,4663.33293440527,7226.42429775364
Site-6048,5662.92627114443,4813.0824867535
Site-6049,5211.945392704,4874.7654730605
Site-6050,4999.8564198396,5951.26467452288
Site-6051,5506.94610097316,5025.76118013657
Site-6052,5919.61501728818,4820.31878367551
Site-6053,4716.24536578125,6643.84828469864
Site-6054,6111.16733461708,5060.00229188896
Site-6055,5134.95915107408,7037.73298121834
Site-6056,5398.13818909728,4871.89734053378
Site-6057,5722.21168365939,4435.89447575851
Site-6058,4325.75339661063,6781.36654863554
Site-6059,4115.21292573699,4462.84786727394
Site-6060,3749.22289384723,4203.75825786414
Site-6061,5886.54919136063,5054.28674700568
Site-6062,5267.63706347929,6288.68286365302
Site-6063,4466.08395149787,5725.953716202
Site-6064,5636.53457670322,7012.91705347742
Site-6065,5403.83518200444,6299.84377831226
Site-6066,4843.27284144506,5769.44264818503
Site-6067,5440.1734382026,4567.26438488542
Site-6068,4355.88310513473,5017.79809015896
Site-6069,4725.72418353065,6666.22683766691
Site-6070,3554.17251873722,4194.79743210775
Site-6071,3625.94718918933,4655.27119703065
Site-6072,5410.25920577055,4881.55996413308
Site-6073,3602.88241060304,4823.10222791283
Site-6074,4384.80361190233,6940.90475696946
Site-6075,4145.35821586026,5053.60710242688
Site-6076,4328.09260914899,6870.65804178391
Site-6077,4279.40239465403,5137.16140901639
Site-6078,3724.44924747615,4195.89252558792
Site-6079,3880.97433841997,5041.40004293162
Site-6080,5171.15761589082,5067.24481285586
Site-6081,4396.21195827944,4846.93310696316
Site-6082,3915.91614836128,4522.60404080358
Site-6083,3893.57885467249,4512.00223298363
Site-6084,4660.68638238024,4621.22346905101
Site-6085,4725.72418353065,6755.74104953999
Site-6086,4369.86039626578,5857.47240711768
Site-6087,5978.64911679737,4388.5455951614
Site-6088,3946.72844393915,4707.14332129013
Site-6089,5095.13482460745,4548.95295592794
Site-6090,3946.72844393915,4727.20509237305
Site-6091,3993.80449941032,4526.84065765431
Site-6092,3613.88587778108,4561.78561437167
Site-6093,5179.67702692972,6344.36843863765
Site-6094,5389.4775599705,5061.89771732961
Site-6095,4385.68968575534,6881.18287191955
Site-6096,4677.78441853893,5575.07552993039
Site-6097,6011.20801069878,5056.21076786613
Site-6098,5118.87077674191,6953.97932064225
Site-6099,5566.50153353892,5112.93239343437
Site-6100,4736.69643678942,4400.66801253112
Site-6101,4638.0595681791,7043.86097752472
Site-6102,5652.9431752712,6616.39409077486
Site-6103,4791.77496629888,6525.82061763511
Site-6104,4717.72637663633,5593.336774751
Site-6105,5400.35109551622,4721.33482635233
Site-6106,4557.05365483419,7057.31423575616
Site-6107,4825.46771581052,6918.98536763949
Site-6108,4128.880332279,5038.13947223267
Site-6109,5587.49871178161,4964.65675624579
Site-6110,4756.66070364586,4368.75085753864
Site-6111,4349.37118140531,4745.00463640213
Site-6112,5089.56045148933,6180.06212418875
Site-6113,5353.26522305467,6908.11881547945
Site-6114,4705.82471275409,6860.66891392082
Site-6115,5551.34081086361,5125.67684595686
Site-6116,3533.07441944352,4547.33410417846
Site-6117,5529.54925244234,4891.64361357546
Site-6118,6163.14516686607,4447.97028720137
Site-6119,5053.68998603782,6352.24009464125
Site-6120,5521.98124079939,6538.2193124628
Site-6121,4200.11937681504,4644.69417943958
Site-6122,5059.15017652628,6706.39693124304
Site-6123,4561.38520016108,5808.72767157135
Site-6124,4822.71170039331,4387.65329502145
Site-6125,4624.5482873399,7029.14847970516
Site-6126,5369.07625485586,6929.62901233762
Site-6127,4201.48124662477,4740.96591415981
Site-6128,5428.72801904199,6919.97658294866
Site-6129,5387.80694166136,4705.06824511695
Site-6130,4233.34709105756,4607.5702849889
Site-6131,5743.8600421039,5181.31050276801
Site-6132,5111.07947657145,7029.14523250727
Site-6133,4838.31886139775,4624.47058465317
Site-6134,4452.67294851371,6875.09371298774
Site-6135,3084.72502424598,5364.79350657285
Site-6136,5102.36354237618,6850.97462354566
Site-6137,4019.31941164278,4946.2217622321
Site-6138,4819.6811945561,4638.36096962689
Site-6139,3526.0061098792,4266.62413318789
Site-6140,4315.59751417789,7358.50528313464
Site-6141,5217.21336980568,5245.66573240985
Site-6142,5890.03650359205,4967.51831656692
Site-6143,5902.68811449314,4696.96207431938
Site-6144,4324.98345972009,7430.47543166628
Site-6145,4927.55350031042,4442.51359726265
Site-6146,5134.95915107408,7037.73298121834
Site-6147,3576.25542572002,4194.79743210775
Site-6148,5062.74603909873,6188.31364702497
Site-6149,5724.91883551547,4679.94773443351
Site-6150,6163.14516686607,4426.26190379729
Site-6151,5914.37567955278,4454.1952884222
Site-6152,4343.89903390728,7421.97611110107
Site-6153,4725.48161528595,5105.29829953751
Site-6154,5723.49903477442,5189.41756779688
Site-6155,5369.07625485586,6886.60861862128
Site-6156,6022.9705776765,4453.81320531604
Site-6157,4795.52832183396,6770.68277327494
Site-6158,4347.30352411442,4897.13729386322
Site-6159,5620.88320752571,6519.96254575262
Site-6160,3545.38730029105,4280.15339281478
Site-6161,4324.98345972009,7430.47543166628
Site-6162,4870.12434953151,6564.12590171975
Site-6163,5743.8600421039,5181.31050276801
Site-6164,5700.42582944464,6579.80959152489
Site-6165,4638.41935969111,4946.4642288107
Site-6166,5007.66667893222,4548.94602920251
Site-6167,4349.37118140531,4701.81188126745
